"Instructions for editing this spreadheet (adding new Infores rows, or editting existing ones) can be found here: https://docs.google.com/document/d/177sOmjTueIK4XKJ0GjxsARg909CaU71tReIehAp5DDo/edit#bookmark=id.8sdy3vk2umkd ",,,,,,,,,,,,,,,,,,,,,,
Status,Quesions ,Question for . . . ,Answers,Provenance Category,name,id,iri,synonym,url,category,translator category,source,has contributor,description,data access url,translator registry url,,,,,,original order
released,,,,,SEMMED Gene API,infores:biothings-semmeddb-gene,https://w3id.org/infores/biothings-semmeddb-gene,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [mydisease.info](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmedgene'}]",http://smart-api.info/registry?q=81955d376a10505c1c69cd06dbda3047,,,,,,85
released,,,,,SEMMED Phenotype API,infores:biothings-semmeddb-phenotype,https://w3id.org/infores/biothings-semmeddb-phenotype,,,Information Resource,KP,infores:semmeddb,['Service Provider'],Documentation of the SEMMED disease query web services.  Learn more about [mydisease.info](http://pending.biothings.io/semmed),"[{'description': 'Production server', 'url': 'https://biothings.ncats.io/semmedphenotype'}]",http://smart-api.info/registry?q=2dffb89df7f970b6a07e816e255d33ec,,,,,,86
released,Claify what this serves exactly. Raw data or associations?,Multiomics Provider,,,TCGA Mutation Frequency KP API,infores:biothings-tcga-mut-freq,https://w3id.org/infores/biothings-tcga-mut-freq,,,Information Resource,KP,infores:tgca,"['Multiomics Provider', 'Service Provider']",Documentation of the TCGA Mutation Frequency KP query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/tcga_mut_freq_kp'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/tcga_mut_freq_kp'}]",http://smart-api.info/registry?q=5219cefb9d2b8d5df08c3a956fdd20f3,,,,,,91
released,,,,,UBERON Ontology API,infores:biothings-uberon-ontology,https://w3id.org/infores/biothings-uberon-ontology,,,Information Resource,KP,infores:uberon,['Service Provider'],Documentation of the UBERON query web services.,"[{'description': 'Encrypted Production server', 'url': 'https://biothings.ncats.io/uberon'}, {'description': 'Production server', 'url': 'http://biothings.ncats.io/uberon'}]",http://smart-api.info/registry?q=ec6d76016ef40f284359d17fbf78df20,,,,,,95
released,,,,,Biological Spatial Ontology ,infores:bspo,https://w3id.org/infores/bspo,BSPO,http://www.obofoundry.org/ontology/bspo.html,Information Resource,KP,,,,,,,,,,,108
modified,,,,,CAM-KP API,infores:cam-kp,https://w3id.org/infores/cam-kp,Causal Activity Model KP,,Information Resource,KP,,['Exposures Provider'],TRAPI interface to database of Causal Activity Models,[{'url': 'https://stars-app.renci.org/cam-kp'}],http://smart-api.info/registry?q=230691056df158545fd38bb73379d9c3,,,,,,35
released,,,,,Clinical Asset Mapping Program for FHIR,infores:campfhir,https://w3id.org/infores/campfhir,CAMP FHIR,https://researchsoftwareinstitute.github.io/data-translator/apps/camp-fhir,Information Resource,KP,,,,,,,,,,,109
released,,,,,Chemical Entity of Biological Interest,infores:chebi,https://w3id.org/infores/chebi,ChEBI,https://www.ebi.ac.uk/chebi/,Information Resource,KP,,,,,,,,,,,110
released,,,,,Chem2bio2RDF,infores:chem2bio2rdf,https://w3id.org/infores/chem2bio2rdf,,http://cheminfov.informatics.indiana.edu:8080/c2b2r/,Information Resource,KP,,,,,,,,,,,111
released,,,,,ChemBank,infores:chembank,https://w3id.org/infores/chembank,,https://data.broadinstitute.org/chembank/,Information Resource,KP,,,,,,,,,,,112
released,,,,,ChemBio,infores:chembio,https://w3id.org/infores/chembio,,,Information Resource,KP,,,,,,,,,,,113
released,,,,,ChEMBL API,infores:chembl,https://w3id.org/infores/chembl,,,Information Resource,,,,The ChEMBL API,"[{'description': 'Production server', 'url': 'http://www.ebi.ac.uk/chembl/api'}]",http://smart-api.info/registry?q=71add13e7c8b26b0046cfb8cf5092395,,,,,,36
released,,,,,ChEMBL,infores:chembl,https://w3id.org/infores/chembl,,https://www.ebi.ac.uk/chembl/,Information Resource,KP,,,,,,,,,,,114
released,,,,,Chemotext,infores:chemotext,https://w3id.org/infores/chemotext,,http://chemotext.mml.unc.edu/,Information Resource,KP,,,,,,,,,,,115
released,,,,,Clinital Interpretation of Variants in Cancer,infores:civic,https://w3id.org/infores/civic,CIViC,https://civicdb.org/home,Information Resource,KP,,,,,,,,,,,116
released,"I chose the name 'cl' keeping with convention of naming OBO ontologies after their official appreviations / prefixes.  But if 'cl' is too ambiguous, we can always write out as cell-ontology.",SRI,,,Cell Ontology,infores:cl,https://w3id.org/infores/cl,CL,,Information Resource,KP,,,,,,,,,,,117
approved,,,,,Clinical Genome Resource (ClinGen) ,infores:clingen,https://w3id.org/infores/clingen,,https://clinicalgenome.org/,Information Resource,KP,,,ClinGen is a NIH-funded resource dedicated to building a central resource that defines the clinical relevance of genes and variants for use in precision medicine and research,,,,,,,,120
released,,,,,Clinical Profiles,infores:clinical-profiles,https://w3id.org/infores/clinical-profiles,,https://model.clinicalprofiles.org/clinicalprofile.html,Information Resource,KP,,,,,,,,,,,118
released,,,,,ClinicalTrials.gov,infores:clinicaltrials,https://w3id.org/infores/clinicaltrials,,https://clinicaltrials.gov,Information Resource,KP,,,,,,,,,,,119
released,,,,,ClinVar,infores:clinvar,https://w3id.org/infores/clinvar,,https://www.ncbi.nlm.nih.gov/clinvar/,Information Resource,KP,,,,,,,,,,,120
released,,,,,Connectivity Map,infores:cmap,https://w3id.org/infores/cmap,CMAP,https://www.broadinstitute.org/connectivity-map-cmap,Information Resource,KP,,,,,,,,,,,121
released,,,,,Columbia Open Health Data (COHD),infores:cohd,https://w3id.org/infores/cohd,,,Information Resource,KP,,['Clinical Data Provider'],"The Columbia Open Health Data (COHD) API provides access to counts and frequencies (i.e., EHR prevalence) of conditions, procedures, drug exposures, and patient demographics, and the co-occurrence frequencies between them. Count and frequency data were derived from the [Columbia University Medical Center's](http://www.cumc.columbia.edu/) [OHDSI](https://www.ohdsi.org/) database including inpatient and outpatient data. Counts are the number of patients associated with the concept, e.g., diagnosed with a condition, exposed to a drug, or who had a procedure. Frequencies are the number of unique patients associated with the concept divided by the total number of patients in the dataset, i.e., prevalence in the electronic health records. To protect patient privacy, all concepts and pairs of concepts where the count <= 10 were excluded, and counts were randomized by the Poisson distribution.         

Four datasets are available: 
1) 5-year non-hierarchical dataset: Includes clinical data from 2013-2017  
2) lifetime non-hierarchical dataset: Includes clinical data from all dates  
3) 5-year hierarchical dataset: Counts for each concept include patients from descendant concepts. Includes clinical data from 2013-2017.
4) BETA! Temporal co-occurrence data

In the 5-year hierarchical data set, the counts for each concept include the patients from all descendant concepts. For example, the count for ibuprofen (ID 1177480) includes patients with Ibuprofen 600 MG Oral Tablet (ID 19019073 patients), Ibuprofen 400 MG Oral Tablet (ID 19019072), Ibuprofen 20 MG/ML Oral Suspension (ID 19019050), etc. 

While the lifetime dataset captures a larger patient population and range of concepts, the 5-year dataset has better underlying data consistency. 

Clinical concepts (e.g., conditions, procedures, drugs) are coded by their standard concept ID in the [OMOP Common Data Model](https://github.com/OHDSI/CommonDataModel/wiki). API methods are provided to map to/from other vocabularies supported in OMOP and other ontologies using the EMBL-EBI Ontology Xref Service (OxO). 


The following resources are available through this API: 


1. Metadata: Metadata on the COHD database, including dataset descriptions, number of concepts, etc. 


2. OMOP: Access to the common vocabulary for name and concept identifier mapping


3. Clinical Frequencies: Access to the counts and frequencies of conditions, procedures, and drug exposures, and the associations between them. Frequency was determined as the number of patients with the code(s) / total number of patients. 


4. Concept Associations: Inferred associations between concepts using chi-square analysis, ratio between observed to expected frequency, and relative frequency. 


A [Python notebook](https://github.com/WengLab-InformaticsResearch/cohd_api/blob/master/notebooks/COHD_API_Example.ipynb) demonstrates simple examples of how to use the COHD API.


COHD was developed at the [Columbia University Department of Biomedical Informatics](https://www.dbmi.columbia.edu/) as a collaboration between the [Weng Lab](http://people.dbmi.columbia.edu/~chw7007/), [Tatonetti Lab](http://tatonettilab.org/), and the [NCATS Biomedical Data Translator](https://ncats.nih.gov/translator) program (Red Team). This work was supported in part by grants: NCATS OT3TR002027, NLM R01LM009886-08A1, and NIGMS R01GM107145.

The following external resources may be useful:  
[OHDSI](https://www.ohdsi.org/)  
[OMOP Common Data Model](https://github.com/OHDSI/CommonDataModel/wiki)  
[Athena](http://athena.ohdsi.org) (OMOP vocabularies, search, concept relationships, concept hierarchy)  
[Atlas](http://www.ohdsi.org/web/atlas/) (OMOP vocabularies, search, concept relationships, concept hierarchy, concept sets)      
",[{'url': 'https://cohd.io/api/'}],http://smart-api.info/registry?q=70117385218edc9bc01633829011dfcf,,,,,,38
released,,,,,Columbia Open Health Data (COHD) for COVID-19 Research,infores:cohd-covid,https://w3id.org/infores/cohd-covid,,,Information Resource,KP,,['Clinical Data Provider'],"The Columbia Open Health Data (COHD) for COVID-19 Research API provides access to counts and frequencies (i.e., EHR visit prevalence) of conditions, procedures, drug exposures, and the co-occurrence frequencies between them for a cohort of hospitalized COVID-19 patients and two comparator cohorts of hospitalized influenza patients and hospitalized patients. Count and frequency data were derived from the [Columbia University Medical Center's](http://www.cumc.columbia.edu/) [OHDSI](https://www.ohdsi.org/) database including inpatient. Counts are the number of inpatient visits associated with the concept, e.g., diagnosed with a condition, exposed to a drug, or a procedure was performed. Frequencies are the number of unique visits associated with the concept divided by the total number of visits in the dataset, i.e., prevalence in the electronic health records. To protect patient privacy, all concepts and pairs of concepts where the count <= 10 were excluded, and counts were randomized by the Poisson distribution.         

Datasets from three primary cohorts are available: 
1) COVID-19: Hospitalized patients aged 18 or older with a COVID-19 related condition diagnosis and/or a confirmed positive COVID-19 test during their hospitalization period or within the prior 21 days. Date range: March 1, 2020 to September 1, 2020. This cohort is also further stratified by sex (male and female) and age (adult: 18-64, senior: 65+).
2) General inpatient: All hospitalized patients aged 18 or older. Date range: January 1, 2014 to December 31, 2019.
3) Influenza: Hospitalized patients aged 18 or older who had at least one occurrence of influenza conditions or pre-coordinated positive measurements or positive influenza testing in the prior 21 days or during their hospitalization period. Date range: January 1, 2014 to December 31, 2019.

Both hierarchical and non-hierarchical datasets are available for each cohort. In the hierarchical datasets, the counts for each concept include the visits from all descendant concepts. For example, the count for ibuprofen (ID 1177480) includes visits with Ibuprofen 600 MG Oral Tablet (ID 19019073), Ibuprofen 400 MG Oral Tablet (ID 19019072), Ibuprofen 20 MG/ML Oral Suspension (ID 19019050), etc. 

Clinical concepts (e.g., conditions, procedures, drugs) are coded by their standard concept ID in the [OMOP Common Data Model](https://github.com/OHDSI/CommonDataModel/wiki). API methods are provided to map to/from other vocabularies supported in OMOP and other ontologies using the EMBL-EBI Ontology Xref Service (OxO). 


The following resources are available through this API: 


1. Metadata: Metadata on the COHD database, including dataset descriptions, number of concepts, etc. 


2. OMOP: Access to the common vocabulary for name and concept identifier mapping


3. Clinical Frequencies: Access to the counts and frequencies of conditions, procedures, and drug exposures, and the associations between them. Frequency was determined as the number of visits with the code(s) / total number of visits. 


4. Concept Associations: Inferred associations between concepts using chi-square analysis, ratio between observed to expected frequency, and relative frequency. 


A [Python notebook](https://github.com/WengLab-InformaticsResearch/cohd_api/blob/master/notebooks/COHD_API_Example.ipynb) demonstrates simple examples of how to use the COHD API.


COHD was developed at the [Columbia University Department of Biomedical Informatics](https://www.dbmi.columbia.edu/) as a collaboration between the [Weng Lab](http://people.dbmi.columbia.edu/~chw7007/), [Tatonetti Lab](http://tatonettilab.org/), and the [NCATS Biomedical Data Translator](https://ncats.nih.gov/translator) program (TReK Team). This work was supported in part by grants: NCATS 1OT2TR003434, NLM R01LM012895, NCATS OT3TR002027, NLM R01LM009886-08A1, and NIGMS R01GM107145.

The following external resources may be useful:  
[OHDSI](https://www.ohdsi.org/)  
[OMOP Common Data Model](https://github.com/OHDSI/CommonDataModel/wiki)  
[Athena](http://athena.ohdsi.org) (OMOP vocabularies, search, concept relationships, concept hierarchy)  
[Atlas](http://www.ohdsi.org/web/atlas/) (OMOP vocabularies, search, concept relationships, concept hierarchy, concept sets)   
[NCATS Biomedical Data Translator](https://sites.google.com/ncats.nih.gov/translator-io/home)   
",[{'url': 'https://covid.cohd.io/api/'}],http://smart-api.info/registry?q=fc8245e92c970298449294fc04211869,,,,,,39
released,,,,,Columbia Open Health Data for COVID-19 Research API,infores:cohd-covid19-api,https://w3id.org/infores/cohd-covid19-api,COHD COVID-19,https://covid.cohd.io/api,Information Resource,KP,,,,,,,,,,,122
released,,,,,Connections Hypothesis Provider API,infores:connections-hypothesis,https://w3id.org/infores/connections-hypothesis,, ,Information Resource,KP,infores:tcga,['Connections Hypothesis Provider'],A Translator Reasoner API for the Connections Hypothesis Provider,"[{'description': 'Pan-Cancer Production Server', 'url': 'http://chp.thayer.dartmouth.edu/'}, {'description': 'Breast Cancer Production Server', 'url': 'http://breast.chp.thayer.dartmouth.edu/'}, {'description': 'Brain Cancer Production Server', 'url': 'http://brain.chp.thayer.dartmouth.edu/'}, {'description': 'Lung Cancer Production Server', 'url': 'http://lung.chp.thayer.dartmouth.edu/'}]",http://smart-api.info/registry?q=855adaa128ce5aa58a091d99e520d396,,,,,,40
released,,,,,COVID-19 Open Research Dataset,infores:cord19,https://w3id.org/infores/cord19,CORD19,,Information Resource,KP,,,,,,,,,,,123
released,,,,,COVID-19 Open Research Dataset Scibite ,infores:cord19-scibite,https://w3id.org/infores/cord19-scibite,CORD19-Scibite,,Information Resource,KP,,,,,,,,,,,124
released,,,,,Catalog of Somatic Mutations in Cancer,infores:cosmic,https://w3id.org/infores/cosmic,COSMIC,https://cancer.sanger.ac.uk/cosmic,Information Resource,KP,,,,,,,,,,,125
released,,,,,Covid Phenotypes,infores:covid-phenotypes,https://w3id.org/infores/covid-phenotypes,,,Information Resource,KP,,,,,,,,,,,126
released,"Confirm if this is specifically the human subset, and change name accordingly if so? Or can we just identify the larger resource (that covers other species besides human)","Service Provider, SRI",SM: in SRI internal - leavign this generic is agreeable,,ConsensusPathDB,infores:cpdb,https://w3id.org/infores/cpdb,CPDB,http://cpdb.molgen.mpg.de/,Information Resource,KP,,,,,,,,,,,127
draft,"""",,,,Current Procedural Terminology (CPT) Codes (from UMLS),infores:cpt-codes-umls,https://w3id.org/infores/cpt-codes-umls,,,Information Resource,KP,,,,,,,,,,,307
released,,,,,Comparative Toxicogenomics Database,infores:ctd,https://w3id.org/infores/ctd,CTDbase,http://ctdbase.org,Information Resource,KP,,,,,,,,,,,128
released,,,,,Cancer Therapeutics Response Portal,infores:ctrp,https://w3id.org/infores/ctrp,CTRP,https://portals.broadinstitute.org/ctrp.v2.1/,Information Resource,KP,,,,,,,,,,,129
released,,,,,Drugs to target pAthways by the Tissue Expression,infores:date,https://w3id.org/infores/date,DATE,http://tatonettilab.org/date/,Information Resource,KP,,,,,,,,,,,130
released,,,,,Single Nucleotide Polymorphism Database,infores:dbsnp,https://w3id.org/infores/dbsnp,dbSNP,http://www.ncbi.nlm.nih.gov/SNP/,Information Resource,KP,,,,,,,,,,,131
released,,,,,Dictyostelium discoideum anatomy,infores:dda,https://w3id.org/infores/dda,DDA,http://www.obofoundry.org/ontology/ddanat.html,Information Resource,KP,,,,,,,,,,,132
released,,,,,delta QT Database,infores:delta-qt-db,https://w3id.org/infores/delta-qt-db,,http://deltaqt.org,Information Resource,KP,,,,,,,,,,,133
released,,,,,Cancer Dependency Map,infores:depmap,https://w3id.org/infores/depmap,DepMap,https://depmap.org/portal/,Information Resource,KP,,,,,,,,,,,134
released,,,,,Drug Gene Interaction Database,infores:dgidb,https://w3id.org/infores/dgidb,DGIdb,http://dgidb.genome.wustl.edu,Information Resource,KP,,,,,,,,,,,135
released,,Exposures Provider,"Note that I didn't complete anything other than the full name and URL, where applicable.",,Drug-Induced Liver Injury Network (DILIN) Participant Data,infores:dili-network-study-data,https://w3id.org/infores/dili-network-study-data,,,,KP,,,,,,,,,,,141
released,,,,,Disease Ontology,infores:disease-ontology,https://w3id.org/infores/disease-ontology,DO,http://www.disease-ontology.org/,Information Resource,KP,,,,,,,,,,,136
released,,,,,Disease-gene associations mined from literature,infores:diseases,https://w3id.org/infores/diseases,,https://diseases.jensenlab.org/,Information Resource,KP,,,,,,,,,,,137
released,,,,,DisGeNET,infores:disgenet,https://w3id.org/infores/disgenet,,http://www.disgenet.org,Information Resource,KP,,,,,,,,,,,138
released,,,,,Diseases & Traits in LD database,infores:distild,https://w3id.org/infores/distild,DistiLD database,http://distild.jensenlab.org/about.html,Information Resource,KP,,,,,,,,,,,139
released,,,,,Disease Ontology Annotation Framework (DOAF),infores:doaf,https://w3id.org/infores/doaf,DOAF,,Information Resource,KP,,,,,,,,,,,140
released,,,,,DrugBank,infores:drugbank,https://w3id.org/infores/drugbank,,http://www.drugbank.ca/,Information Resource,KP,,,,,,,,,,,143
released,,,,,DrugCentral,infores:drugcentral,https://w3id.org/infores/drugcentral,,http://drugcentral.org,Information Resource,KP,,,,,,,,,,,144
released,,,,,European Bioinformatics Institute,infores:ebi,https://w3id.org/infores/ebi,,https://www.ebi.ac.uk/,Information Resource,KP,,,,,,,,,,,145
released,,,,,Service Provider European Bioinformatics Institute Gene to Phenotype API,infores:ebi-gene2phenotype,https://w3id.org/infores/ebi-gene2phenotype,,https://www.ebi.ac.uk/gene2phenotype/disclaimer,Information Resource,KP,,,,,,,,,,,146
released,create infores just for ebi? or specifically for their proteins api?,SRI,,,EBI Proteins API,infores:ebi-proteins,https://w3id.org/infores/ebi-proteins,,,Information Resource,KP,,['Service Provider'],"The Proteins REST API provides access to key biological data from UniProt and data from Large Scale Studies (LSS) mapped to UniProt. The services provide sequence feature annotations from UniProtKB, variation data from UniProtKB and mapped from LSS (1000 Genomes, ExAC, ClinVar, TCGA, COSMIC, TOPMed and gnomAD), proteomics data mapped from MS-proteomics repositories (PeptideAtlas, MaxQB, EPD and ProteomicsDB), antigen sequences mapped from Human Protein Atlas (HPA), proteomes and taxonomy search and retrieval, reference genome coordinate mappings and data from UniParc. Go to https://www.ebi.ac.uk/proteins/api/doc/ to learn more.",[{'url': 'https://www.ebi.ac.uk/proteins/api'}],http://smart-api.info/registry?q=43af91b3d7cae43591083bff9d75c6dd,,,,,,43
released,,,,,QuickGO API,infores:ebi-quick-go,https://w3id.org/infores/ebi-quick-go,,,Information Resource,KP,infores:ebi,['Service Provider'],"The QuickGO REST API provides access to key biological data from QuickGO and GOA. The services provide a unified interface to query information about ontology terms from GO (the Gene Ontology) and ECO (the Evidence & Conclusion Ontology), Gene Ontology annotations from the EBI's GOA database, and gene products (proteins from UniProt, RNA from RNAcentral and complexes from ComplexPortal). ","[{'description': 'Production server', 'url': 'https://www.ebi.ac.uk/QuickGO/services'}]",http://smart-api.info/registry?q=1f277e1563fcfd124bfae2cc3c4bcdec,,,,,,76
released,,,,,Evidence & Conclusion Ontology ,infores:eco,https://w3id.org/infores/eco,ECO,"http://www.obofoundry.org/ontology/eco.html#:~:text=The%20Evidence%20%26%20Conclusion%20Ontology%20(ECO,literature%20curation%2C%20and%20other%20means.&text=Today%20ECO%20is%20used%20by,with%20evidence%20in%20scientific%20research.",Information Resource,KP,,,,,,,,,,,147
released,,,,,"Environmental conditions, treatments and exposures ontology",infores:ecto,https://w3id.org/infores/ecto,ECTO,"http://www.obofoundry.org/ontology/ecto.html#:~:text=ECTO%20describes%20exposures%20to%20experimental,monitoring%20etc%2C%20stimuli%2C%20natural%20and",Information Resource,KP,,,,,,,,,,,148
released,,,,,Experimental Factor Ontology,infores:efo,https://w3id.org/infores/efo,EFO,https://www.ebi.ac.uk/efo/,Information Resource,KP,,,,,,,,,,,149
released,,,,,Human Developmental Anatomy Ontology,infores:ehdaa2,https://w3id.org/infores/ehdaa2,EHDAA2,http://obofoundry.org/ontology/ehdaa2.html,Information Resource,KP,,,,,,,,,,,150
released,,,,,Ensembl gene,infores:ensembl-gene,https://w3id.org/infores/ensembl-gene,,https://www.ebi.ac.uk/training/online/courses/ensembl-browsing-genomes/exploring-sources-of-biological-data/ensembl-genes/,Information Resource,KP,,,,,,,,,,,151
released,,,,,Entrez,infores:entrez,https://w3id.org/infores/entrez,,https://www.ncbi.nlm.nih.gov/Web/Search/entrezfs.html,Information Resource,KP,,,,,,,,,,,152
released,"Clarify what this resource is.
SM: this seems like an algorithm rather than a database?
MHB: I would guess that there is an algorithm that generates knowlege, and we want to represent the database / knowledgebase that holds and provides access to this generated knowledge?  But if it is just an algorithm with no persistent store and access mechanism, then it is not an infores and doesn't belong in this registry",imProve Agent,,,Evolutionary Rate Covariation (ERC) Analysis,infores:erc-analysis,https://w3id.org/infores/erc-analysis,ERC Analysis,,Information Resource,KP,,,,,,,,,,,153
released,,,,,Explanatory Agent API,infores:explanatory-agent,https://w3id.org/infores/explanatory-agent,,,Information Resource,ARA,,['Explanatory Agent'],A Translator Reasoner API for the Explanatory Agent,"[{'description': 'Production Server', 'url': 'https://explanatory-agent.azurewebsites.net/v1.1/'}]",http://smart-api.info/registry?q=bd7e521be4c52d80b2c5cbd75a065a32,,,,,,46
released,"Is this a piece of software or an infores?  If is is just the software, and there is no data store and access mechanism, then it is not an infores.",Exposures Provider,,,FHIR Patient data Integration Tool,infores:fhir-pit,https://w3id.org/infores/fhir-pit,FHIR PIT,https://researchsoftwareinstitute.github.io/data-translator/apps/fhir-pit,Information Resource,KP,,,,,,,,,,,154
draft,"How handle cases like this where there are transformations of an ontology into different frameworks / formats with corresponding endpoints for accessing the transfromed representations (e.g. here, FMA into obo format, umls format . . . where there may be info content lost or inadvertatly changed int he process). I suspect we need separeate Infores ids for the root source and each transfrom (e.g. for a non-native obo ontology like FMA, we may need three Infores ids: 'fma', 'fma-obo', 'fma-umls')? ","Expander Agent, SRI",,,Foundational Model of Anatomy Ontology (FMA -- both from UMLS and from OBO),infores:fma-obo,https://w3id.org/infores/fma-obo,,,Information Resource,KP,,,,,,,,,,,299
draft,,,,,Foundational Model of Anatomy Ontology (FMA -- both from UMLS and from OBO),infores:fma-umls,https://w3id.org/infores/fma-umls,,,Information Resource,KP,,,,,,,,,,,300
released,,,,,Food Database,infores:fooddb,https://w3id.org/infores/fooddb,,https://foodb.ca/,Information Resource,KP,,,,,,,,,,,155
released,,,,,Food Ontology,infores:foodon,https://w3id.org/infores/foodon,FOODON,http://www.obofoundry.org/ontology/foodon.html,Information Resource,KP,,,,,,,,,,,156
released,"Discuss how to represent this resource - a subset of the data in the GDC that comes from the TCGA-BRCA project. I proposed we just create an infores for GDC - and not  the subset.  While the TCGA-BRCA represents a specific 'project' in the GDC Portal, with its own landing page (https://portal.gdc.cancer.gov/projects/TCGA-BRCA) - I dont htink this represents a distinct infores as we define them. ",SRI,SM: did not ask about this one,,National Cancer Institute Genomic Data Commons Data Portal,infores:gdc,https://w3id.org/infores/gdc,GDC,https://portal.gdc.cancer.gov/projects/,Information Resource,KP,,,,,,,,,,,218
released,,,,,Genomics of Drug Sensitivity in Cancer,infores:gdsc,https://w3id.org/infores/gdsc,GDSC,https://www.cancerrxgene.org/  ,Information Resource,KP,,,,,,,,,,,157
released,,,,,GenAge Database of Ageing-Related Genes,infores:genage,https://w3id.org/infores/genage,GenAge; The Aging Gene Database,http://genomics.senescence.info/genes/,Information Resource,KP,,,,,,,,,,,158
approved,,,,,The Gene Curation Coalition (GenCC),infores:gencc,https://w3id.org/infores/gencc,,https://thegencc.org/,Information Resource,KP,,,"The GenCC DB provides information pertaining to the validity of gene-disease relationships, with a current focus on Mendelian diseases",,,,,,,,120
released,,,,,GenDR Database of Dietary Restriction-Related Genes,infores:gendr,https://w3id.org/infores/gendr,GenDR,http://genomics.senescence.info/diet/,Information Resource,KP,,,,,,,,,,,159
approved,,,,,Genomic Epidemiology Ontology,infores:genepio,https://w3id.org/infores/genepio,GenEpiO,,Information Resource,KP,,,,,,,,,,,301
released,"SM: the link to the API in this registry returns 404 error.
MHB: URL provided to left also gives 404.  Best url we found that resolves in in the biotools registry: https://bio.tools/geneprof.  Is htis still an active resource that is being used?",Expander Agent,,,GeneProf,infores:geneprof,https://w3id.org/infores/geneprof,,,Information Resource,KP,,,,,,,,,,,160
released,,,,,Genetics KP,infores:genetics-data-provider,https://w3id.org/infores/genetics-data-provider,,,Information Resource,KP,,['Genetics Provider'],TRAPI 1.1 endpoint for the NCATS Biomedical Translator Genetics Data KP,[{'url': 'https://translator.broadinstitute.org/genetics_provider/trapi/v1.1'}],http://smart-api.info/registry?q=7fbd598107535526d803ad575744f115,,,,,,50
released,Do we want a more meaningful / clear short name?  nih-ghr? genetics-home-reference?,"imProve Agent, SRI","SM, AT, CB: if we want to script this, living with very short names is fine, the shorter the more likely to conflict",,Genetics Home Reference,infores:ghr,https://w3id.org/infores/ghr,,https://ghr.nlm.nih.gov/,Information Resource,KP,,,,,,,,,,,161
released,,,,,Global Network of Biomedical Relationships,infores:gnbr,https://w3id.org/infores/gnbr,GNBR,https://zenodo.org/record/1035500,Information Resource,KP,,,,,,,,,,,162
released,,,,,Gene Ontology,infores:go,https://w3id.org/infores/go,,http://www.geneontology.org/,Information Resource,KP,,,,,,,,,,,163
released,,,,,Gene Ontoogy Causal Activity Model Annotations,infores:go-cam,https://w3id.org/infores/go-cam,GO-CAM,http://www.geneontology.org/,Information Resource,KP,,,,,,,,,,,164
draft,,,,,Gene Ontology Plus,infores:go-plus,https://w3id.org/infores/go-plus,GO-Plus,,Information Resource,KP,,,,,,,,,,,302
released,,,,,Gene Ontology Annotations,infores:goa,https://w3id.org/infores/goa,GOA,http://www.geneontology.org/,Information Resource,KP,,,,,,,,,,,165
released,,,,,GOTE (Gpcrs to dOwnstream cellular pathways byTissue Expression),infores:gote,https://w3id.org/infores/gote,GOTE,http://tatonettilab.org/resources/GOTE/source_code/,Information Resource,KP,,,,,,,,,,,166
released,,,,,Genotype-Tissue Expression ,infores:gtex,https://w3id.org/infores/gtex,GTEx,https://gtexportal.org/home/,Information Resource,KP,,,,,,,,,,,167
released,,,,,Guide to Pharmacology,infores:gtopdb,https://w3id.org/infores/gtopdb,,https://www.guidetopharmacology.org/,Information Resource,KP,,,,,,,,,,,168
released,,,,,GWAS Catalog,infores:gwas-catalog,https://w3id.org/infores/gwas-catalog,,https://www.ebi.ac.uk/gwas/,Information Resource,KP,,,,https://www.ebi.ac.uk/gwas/rest/api/,,,,,,,169
draft,"""",,,,Healthcare Common Procedure Coding System (from UMLS),infores:hcp-codes-umls,https://w3id.org/infores/hcp-codes-umls,,,Information Resource,KP,,,,,,,,,,,308
draft,"""",,,,HCPCS Version of Current Procedural Terminology (HCPT) (from UMLS),infores:hcpcs-cpt-umls,https://w3id.org/infores/hcpcs-cpt-umls,,,Information Resource,KP,,,,,,,,,,,309
released,,,,,Hetionet,infores:hetionet,https://w3id.org/infores/hetionet,,https://het.io/,Information Resource,KP,,,,,,,,,,,170
released,,,,,HUGO Gene Nomenclature Committee,infores:hgnc,https://w3id.org/infores/hgnc,HGNC,https://www.genenames.org/,Information Resource,KP,,,,,,,,,,,171
draft,,,,,Health Level Seven (HL7) (from UMLS),infores:hl7-umls,https://w3id.org/infores/hl7-umls,,,Information Resource,KP,,,,,,,,,,,310
released,,,,,Human Metabolome Database ,infores:hmdb,https://w3id.org/infores/hmdb,HMDB ,https://hmdb.ca/,Information Resource,KP,,,,,,,,,,,172
released,,,,,The Human Metabolome Database,infores:hmdb,https://w3id.org/infores/hmdb,HMDB,http://www.hmdb.ca/,Information Resource,KP,,,,,,,,,,,173
released,,,,,HomoloGene,infores:homologene,https://w3id.org/infores/homologene,,https://www.ncbi.nlm.nih.gov/homologene,Information Resource,KP,,,,,,,,,,,174
